x,y,z
-10.570527128332234,-5.032477722825293,35.20764596847222
-8.844101046268527,-3.0234753838432207,33.595615807755095
-7.159540778255178,-1.8472863579141885,31.543051785519342
-5.699598828243891,-1.317839053379997,29.40226543692685
-4.542972882039317,-1.2261527568365183,27.324023559398974
-3.7009753703330137,-1.3880624001212654,25.37553017911253
-3.141269519429214,-1.7004757119233522,23.574217143252245
-2.8220831497989844,-2.10981018697554,21.923670996743244
-2.7010205862902072,-2.6035533716754893,20.424355856869454
-2.7541786528358085,-3.1889591339060726,19.080354497870257
-2.9611654862594627,-3.895404954941786,17.90392049146102
-3.316707391000841,-4.7621841758015755,16.91792977217205
-3.8325635964666676,-5.830992634836377,16.161230310004843
-4.52369549814197,-7.145970209800544,15.698559894371147
-5.4144241936529305,-8.742732088382589,15.62849346638317
-6.531010438921595,-10.636655939833112,16.096886629028056
-7.876907868592463,-12.738735436162415,17.28727327356619
-9.42494841792636,-14.844495253417357,19.404498463560053
-11.073334163136105,-16.536628375165687,22.5806315583853
-12.615214138854322,-17.228581372757628,26.671025995311787
-13.737686497557904,-16.33250867680157,31.093389664339746
-14.102333204959654,-13.826826290878714,34.789151781555375
-13.544776116102822,-10.247191525032235,36.899798091825026
-12.161770718979113,-6.446036443330703,37.167636144315644
-10.243471317705412,-3.378002489263963,35.86534211628196
-8.171642114525962,-1.4043603823508253,33.70005869847139
-6.263482723981246,-0.3964761265604462,31.284070908073577
-4.684316483305096,-0.056302342345404544,28.904656508513412
-3.481979104056264,-0.07582326600917833,26.687487282222644
-2.624086715924671,-0.2797029237103474,24.64961306694623
-2.053593532253714,-0.5634582235390407,22.782013003100996
-1.7098672568551625,-0.8811975758831151,21.068960173410062
-1.5417007753002823,-1.2225121237384282,19.49787839233851
-1.5087683831911227,-1.6002545656697649,18.060336248484695
-1.59095946116718,-2.0357533231467286,16.752516228130506
-1.7753199852759476,-2.563099754429989,15.575650033660734
-2.065711056270878,-3.2202964225746813,14.537487000650444
-2.474606753234713,-4.055445553267424,13.657200614625658
-3.024660133737367,-5.125224277436738,12.970933643326417
-3.7489390833631546,-6.498183988384757,12.538254251597975
-4.68859566810873,-8.23579420523742,12.468288212327312
-5.888285522890958,-10.374287803009212,12.924838815528389
-7.390287731317885,-12.908360321662716,14.165504173751565
-9.194784454421615,-15.651389978466039,16.50025102134607
-11.215698299074543,-18.117795099284727,20.223572373780232
-13.222435201128347,-19.474958504596284,25.35658485875228
-14.799541095845832,-18.74077153888494,31.238657519624223
-15.436043124430364,-15.451576660666163,36.413495989381744
-14.797290436449622,-10.615123285705995,39.36216461214849
-13.00587045119566,-5.570526763081813,39.59322327056749
-10.50924281328598,-1.6337701858079212,37.73659840609596
-7.85994835523983,0.6929057241438537,34.91516968375786
-5.476996015615349,1.753093846686224,31.984976790790714
-3.5509917696886424,2.0527489649154664,29.276845220936988
-2.100746344872026,2.003897507775084,26.861662293644272
-1.0574025820420012,1.8476137613076034,24.710156631840423
